Residential,28.208955538461538,112.84124551282052
Residential,28.220759230769232,113.00239294871795
Residential,28.273875846153846,113.04106833333333
Residential,28.208955538461538,113.20221576923076
Residential,28.149937076923077,112.93148807692307
Residential,28.273875846153846,112.8992585897436
Residential,28.23846476923077,112.95727166666667
Residential,28.31518876923077,112.96371756410257
Residential,28.25026846153846,113.00239294871795
Residential,28.356501692307692,112.96371756410257
Residential,28.244366615384617,113.06685192307692
Residential,28.25026846153846,112.95727166666667
Residential,28.338796153846154,112.96371756410257
Residential,28.220759230769232,112.8928126923077
Residential,28.120427846153845,112.8799208974359
Residential,28.332894307692307,112.84124551282052
Residential,28.197151846153847,113.1313108974359
Residential,28.28567953846154,112.8670291025641
Residential,28.291581384615384,112.99594705128204
Residential,28.273875846153846,112.873475
Residential,28.36240353846154,113.17643217948718
Residential,28.167642615384615,113.00883884615385
Residential,28.19125,113.00883884615385
Residential,28.30928692307692,112.99594705128204
Residential,28.262072153846155,113.04751423076922
Residential,28.23846476923077,112.85413730769231
Residential,28.332894307692307,112.98305525641025
Residential,28.28567953846154,112.86058320512821
Residential,28.332894307692307,112.80257012820513
Residential,28.173544461538462,113.05396012820512
Residential,28.138133384615383,112.86058320512821
Residential,28.08501676923077,112.97660935897436
Residential,28.220759230769232,112.84769141025642
Residential,28.19125,113.04106833333333
Residential,28.09682046153846,113.07974371794872
Residential,28.321090615384616,112.8670291025641
Residential,28.214857384615385,113.18932397435897
Residential,28.214857384615385,112.98950115384615
Residential,28.14403523076923,112.873475
Residential,28.102722307692307,112.8670291025641
Residential,28.25026846153846,113.13775679487179
Residential,28.167642615384615,113.04751423076922
Residential,28.28567953846154,113.04751423076922
Residential,28.256170307692308,112.93148807692307
Residential,28.090918615384616,113.06040602564103
Residential,28.29748323076923,112.83479961538463
Residential,28.23846476923077,113.03462243589743
Residential,28.155838923076924,112.94437987179488
Residential,28.173544461538462,112.8799208974359
Residential,28.19125,113.06040602564103
Residential,28.291581384615384,112.95727166666667
Residential,28.279777692307693,113.05396012820512
Residential,28.29748323076923,112.88636679487179
Residential,28.380109076923077,112.81546192307692
Residential,28.138133384615383,112.78323243589745
Residential,28.055507538461537,112.91215038461539
Residential,28.061409384615384,112.8992585897436
Residential,28.20305369230769,112.91215038461539
Residential,28.06731123076923,113.02173064102564
Residential,28.108624153846154,113.124865
Residential,28.326992461538463,112.98950115384615
Residential,28.14403523076923,112.94437987179488
Residential,28.120427846153845,112.98305525641025
Residential,28.356501692307692,113.03462243589743
